"Name";"Edition";"Rarity";"Color";"Cost";"P/T";"Type";"Text";"Flavor"
"Helm of Kaldra";"FD";"R";"Art";"3";"";"Legendary Artifact - Equipment";"Equipped creature has first strike, trample, and haste.
%1: If you control Equipment named Helm of Kaldra, Sword of Kaldra, and Shield of Kaldra, put a legendary 4/4 colorless Avatar creature token named Kaldra onto the battlefield and attach those Equipment to it.
Equip %2";""
"Horned Helm";"FD";"C";"Art";"2";"";"Artifact - Equipment";"Equipped creature gets +1/+1 and has trample.
%G%G: Attach Horned Helm to target creature you control.
Equip %1 #(%1: Attach to target creature you control. Equip only as a sorcery.)#";""
"Infused Arrows";"FD";"U";"Art";"4";"";"Artifact";"Sunburst #(This enters the battlefield with a charge counter on it for each color of mana spent to cast it.)#
%T, Remove X charge counters from Infused Arrows: Target creature gets -X/-X until end of turn.";""
"Into Thin Air";"FD";"C";"U";"5U";"";"Instant";"Affinity for artifacts #(This spell costs %1 less to cast for each artifact you control.)#
Return target artifact to its owner’s hand.";""
"Bathe in Light";"RAV";"U";"W";"1W";"";"Instant";"#Radiance# — Choose a color. Target creature and each other creature that shares a color with it gain protection from the chosen color until end of turn.";""
"Blockbuster";"RAV";"U";"R";"3RR";"";"Enchantment";"%1%R, Sacrifice Blockbuster: Blockbuster deals 3 damage to each tapped creature and each player.";""
"Blood Funnel";"RAV";"R";"B";"1B";"";"Enchantment";"Noncreature spells you cast cost %2 less to cast.
Whenever you cast a noncreature spell, counter that spell unless you sacrifice a creature.";""
"Bloodbond March";"RAV";"R";"Gld";"2BG";"";"Enchantment";"Whenever a player casts a creature spell, each player returns all cards with the same name as that spell from his or her graveyard to the battlefield.";""
"Scatter the Seeds";"RAV";"C";"G";"3GG";"";"Instant";"Convoke #(Each creature you tap while casting this spell reduces its cost by %1 or by one mana of that creature’s color.)#
Put three 1/1 green Saproling creature tokens onto the battlefield.";""
"Searing Meditation";"RAV";"R";"Gld";"1RW";"";"Enchantment";"Whenever you gain life, you may pay %2. If you do, Searing Meditation deals 2 damage to target creature or player.";""
"Seed Spark";"RAV";"U";"W";"3W";"";"Instant";"Destroy target artifact or enchantment. If %G was spent to cast Seed Spark, put two 1/1 green Saproling creature tokens onto the battlefield.";""
"Seeds of Strength";"RAV";"C";"Gld";"GW";"";"Instant";"Target creature gets +1/+1 until end of turn.
Target creature gets +1/+1 until end of turn.
Target creature gets +1/+1 until end of turn.";""
"Seismic Spike";"RAV";"C";"R";"2RR";"";"Sorcery";"Destroy target land. Add %R%R to your mana pool.";""
"Selesnya Sanctuary";"RAV";"C";"Lnd";"";"";"Land";"Selesnya Sanctuary enters the battlefield tapped.
When Selesnya Sanctuary enters the battlefield, return a land you control to its owner’s hand.
%T: Add %G%W to your mana pool.";""
"Selesnya Signet";"RAV";"C";"Art";"2";"";"Artifact";"%1, %T: Add %G%W to your mana pool.";""
"Shadow of Doubt";"RAV";"R";"Gld";"%V%V";"";"Instant";"#(%V can be paid with either %U or %B.)#
Players can’t search libraries this turn.
Draw a card.";""
"Shred Memory";"RAV";"C";"B";"1B";"";"Instant";"Exile up to four target cards from a single graveyard.
Transmute %1%B%B #(%1%B%B, Discard this card: Search your library for a card with the same converted mana cost as this card, reveal it, and put it into your hand. Then shuffle your library. Transmute only as a sorcery.)#";""
"Grapeshot";"TSP";"C";"R";"1R";"";"Sorcery";"Grapeshot deals 1 damage to target creature or player.
Storm #(When you cast this spell, copy it for each spell cast before it this turn. You may choose new targets for the copies.)#";""
"Griffin Guide";"TSP";"U";"W";"2W";"";"Enchantment - Aura";"Enchant creature
Enchanted creature gets +2/+2 and has flying.
When enchanted creature dies, put a 2/2 white Griffin creature token with flying onto the battlefield.";""
"Ground Rift";"TSP";"C";"R";"R";"";"Sorcery";"Target creature without flying can’t block this turn.
Storm #(When you cast this spell, copy it for each spell cast before it this turn. You may choose new targets for the copies.)#";""
"Angelic Blessing";"10E";"C";"W";"2W";"";"Sorcery";"Target creature gets +3/+3 and gains flying until end of turn. #(It can’t be blocked except by creatures with flying or reach.)#";""
"Angelic Chorus";"10E";"R";"W";"3WW";"";"Enchantment";"Whenever a creature enters the battlefield under your control, you gain life equal to its toughness.";""
"Arcane Teachings";"10E";"U";"R";"2R";"";"Enchantment - Aura";"Enchant creature #(Target a creature as you cast this. This card enters the battlefield attached to that creature.)#
Enchanted creature gets +2/+2 and has “%T: This creature deals 1 damage to target creature or player.”";""
"Assassinate";"10E";"C";"B";"2B";"";"Sorcery";"Destroy target tapped creature.";""
"Aura Graft";"10E";"U";"U";"1U";"";"Instant";"Gain control of target Aura that’s attached to a permanent. Attach it to another permanent it can enchant.";""
"Aura of Silence";"10E";"U";"W";"1WW";"";"Enchantment";"Artifact and enchantment spells your opponents cast cost %2 more to cast.
Sacrifice Aura of Silence: Destroy target artifact or enchantment.";""
"Nightmare Lash";"MR";"R";"Art";"4";"";"Artifact - Equipment";"Equipped creature gets +1/+1 for each Swamp you control.
Equip—Pay 3 life. #(Pay 3 life: Attach to target creature you control. Equip only as a sorcery. This card enters the battlefield unattached and stays on the battlefield if the creature leaves.)#";""
"Royal Decree";"AL";"R";"W";"2WW";"";"Enchantment";"Cumulative upkeep %W #(At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)#
Whenever a Swamp, Mountain, black permanent, or red permanent becomes tapped, Royal Decree deals 1 damage to that permanent’s controller.";""
"Mirri's Guile";"TE";"R";"G";"G";"";"Enchantment";"At the beginning of your upkeep, you may look at the top three cards of your library, then put them back in any order.";""
"Liquid Fire";"OD";"U";"R";"4RR";"";"Sorcery";"As an additional cost to cast Liquid Fire, choose a number between 0 and 5.
Liquid Fire deals X damage to target creature and 5 minus X damage to that creature’s controller, where X is the chosen number.";""
"Liquify";"TO";"C";"U";"2U";"";"Instant";"Counter target spell with converted mana cost 3 or less. If that spell is countered this way, exile it instead of putting it into its owner’s graveyard.";""
"Living Armor";"DK";"U";"Art";"4";"";"Artifact";"%T, Sacrifice Living Armor: Put X +0/+1 counters on target creature, where X is that creature’s converted mana cost.";""
"Living Armor";"CH";"C";"Art";"4";"";"Artifact";"%T, Sacrifice Living Armor: Put X +0/+1 counters on target creature, where X is that creature’s converted mana cost.";""
"Living Artifact";"R";"R";"G";"G";"";"Enchantment - Aura";"Enchant artifact
Whenever you’re dealt damage, put that many vitality counters on Living Artifact.
At the beginning of your upkeep, you may remove a vitality counter from Living Artifact. If you do, you gain 1 life.";""
"Living Artifact";"5E";"R";"G";"G";"";"Enchantment - Aura";"Enchant artifact
Whenever you’re dealt damage, put that many vitality counters on Living Artifact.
At the beginning of your upkeep, you may remove a vitality counter from Living Artifact. If you do, you gain 1 life.";""
"Living Artifact";"4E";"R";"G";"G";"";"Enchantment - Aura";"Enchant artifact
Whenever you’re dealt damage, put that many vitality counters on Living Artifact.
At the beginning of your upkeep, you may remove a vitality counter from Living Artifact. If you do, you gain 1 life.";""
"Living Artifact";"A";"R";"G";"G";"";"Enchantment - Aura";"Enchant artifact
Whenever you’re dealt damage, put that many vitality counters on Living Artifact.
At the beginning of your upkeep, you may remove a vitality counter from Living Artifact. If you do, you gain 1 life.";""
"Living Artifact";"B";"R";"G";"G";"";"Enchantment - Aura";"Enchant artifact
Whenever you’re dealt damage, put that many vitality counters on Living Artifact.
At the beginning of your upkeep, you may remove a vitality counter from Living Artifact. If you do, you gain 1 life.";""
"Spell Counter";"UNH";"U";"U";"2UU";"";"Instant";"Counter target spell.
Gotcha — Whenever an opponent says “Spell” or “Counter,” you may say “Gotcha!” If you do, return Spell Counter from your graveyard to your hand.";""
"Jade Idol";"CHK";"U";"Art";"4";"";"Artifact";"Whenever you cast a Spirit or Arcane spell, Jade Idol becomes a 4/4 Spirit artifact creature until end of turn.";""
"Junkyo Bell";"CHK";"R";"Art";"4";"";"Artifact";"At the beginning of your upkeep, you may have target creature you control get +X/+X until end of turn, where X is the number of creatures you control. If you do, sacrifice that creature at the beginning of the next end step.";""
"Mogg Salvage";"NE";"U";"R";"2R";"";"Instant";"If an opponent controls an Island and you control a Mountain, you may cast Mogg Salvage without paying its mana cost.
Destroy target artifact.";""
"Windswept Heath";"ON";"R";"Lnd";"";"";"Land";"%T, Pay 1 life, Sacrifice Windswept Heath: Search your library for a Forest or Plains card and put it onto the battlefield. Then shuffle your library.";""
"Wing Shards";"SC";"U";"W";"1WW";"";"Instant";"Target player sacrifices an attacking creature.
Storm #(When you cast this spell, copy it for each spell cast before it this turn.)#";""
"Wing Snare";"UL";"U";"G";"2G";"";"Sorcery";"Destroy target creature with flying.";""
"Wing Snare";"7E";"U";"G";"2G";"";"Sorcery";"Destroy target creature with flying.";""
"Word of Binding";"4E";"C";"B";"XBB";"";"Sorcery";"Tap X target creatures.";""
"Word of Blasting";"5E";"U";"R";"1R";"";"Instant";"Destroy target Wall. It can’t be regenerated. Word of Blasting deals damage equal to that Wall’s converted mana cost to the Wall’s controller.";""
"Word of Blasting";"MM";"U";"R";"1R";"";"Instant";"Destroy target Wall. It can’t be regenerated. Word of Blasting deals damage equal to that Wall’s converted mana cost to the Wall’s controller.";""
"Word of Blasting";"IA";"U";"R";"1R";"";"Instant";"Destroy target Wall. It can’t be regenerated. Word of Blasting deals damage equal to that Wall’s converted mana cost to the Wall’s controller.";""
"Word of Command";"U";"R";"B";"BB";"";"Instant";"Look at target opponent’s hand and choose a card from it. You control that player until Word of Command finishes resolving. The player plays that card if able. While doing so, the player can activate mana abilities only if they’re from lands he or she controls and only if mana they produce is spent to activate other mana abilities of lands he or she controls and/or play that card. If the chosen card is cast as a spell, you control the player while that spell is resolving.";""
"Word of Command";"B";"R";"B";"BB";"";"Instant";"Look at target opponent’s hand and choose a card from it. You control that player until Word of Command finishes resolving. The player plays that card if able. While doing so, the player can activate mana abilities only if they’re from lands he or she controls and only if mana they produce is spent to activate other mana abilities of lands he or she controls and/or play that card. If the chosen card is cast as a spell, you control the player while that spell is resolving.";""
"Word of Command";"A";"R";"B";"BB";"";"Instant";"Look at target opponent’s hand and choose a card from it. You control that player until Word of Command finishes resolving. The player plays that card if able. While doing so, the player can activate mana abilities only if they’re from lands he or she controls and only if mana they produce is spent to activate other mana abilities of lands he or she controls and/or play that card. If the chosen card is cast as a spell, you control the player while that spell is resolving.";""
"Word of Undoing";"IA";"C";"U";"U";"";"Instant";"Return target creature and all white Auras you own attached to it to their owners’ hands.";""
"Words of War";"ON";"R";"R";"2R";"";"Enchantment";"%1: The next time you would draw a card this turn, Words of War deals 2 damage to target creature or player instead.";""
"Rainbow Vale";"FE";"U";"Lnd";"";"";"Land";"%T: Add one mana of any color to your mana pool. An opponent gains control of Rainbow Vale at the beginning of the next end step.";""
"Raise Dead";"P2";"C";"B";"B";"";"Sorcery";"Return target creature card from your graveyard to your hand.";""
"Raise Dead";"R";"C";"B";"B";"";"Sorcery";"Return target creature card from your graveyard to your hand.";""
"Raise Dead";"A";"C";"B";"B";"";"Sorcery";"Return target creature card from your graveyard to your hand.";""
"Raise Dead";"PT";"C";"B";"B";"";"Sorcery";"Return target creature card from your graveyard to your hand.";""
"Raise Dead";"4E";"C";"B";"B";"";"Sorcery";"Return target creature card from your graveyard to your hand.";""
"Raise Dead";"U";"C";"B";"B";"";"Sorcery";"Return target creature card from your graveyard to your hand.";""
"Raise Dead";"5E";"C";"B";"B";"";"Sorcery";"Return target creature card from your graveyard to your hand.";""
