Name	Edition	Rarity	Cost	P/T	Type	Text	Flavor
Millstone	5	R	2		Artifact	%2, %T: Target player puts the top two cards of his or her library into his or her graveyard.	
Millstone	7	R	2		Artifact	%2, %T: Target player puts the top two cards of his or her library into his or her graveyard.	
Millstone	8	R	2		Artifact	%2, %T: Target player puts the top two cards of his or her library into his or her graveyard.	
Mind Bend	MI	U	U		Instant	Change the text of target permanent by replacing all instances of one color word with another or one basic land type with another. #(For example, you may change ﾓnonblack creatureﾔ to ﾓnongreen creatureﾔ or ﾓforestwalkﾔ to ﾓislandwalk.ﾔ This effect lasts indefinitely.)#	
Mind Bend	8	R	U		Instant	Change the text of target permanent by replacing all instances of one color word with another or one basic land type with another. #(For example, you may change ﾓnonblack creatureﾔ to ﾓnongreen creatureﾔ or ﾓforestwalkﾔ to ﾓislandwalk.ﾔ This effect lasts indefinitely.)#	
Mind Bomb	4	U	U		Sorcery	Each player may discard up to three cards. Mind Bomb deals damage to each player equal to 3 minus the number of cards he or she discarded this way.	
Mind Bomb	DK	U	U		Sorcery	Each player may discard up to three cards. Mind Bomb deals damage to each player equal to 3 minus the number of cards he or she discarded this way.	
Mind Bomb	5	U	U		Sorcery	Each player may discard up to three cards. Mind Bomb deals damage to each player equal to 3 minus the number of cards he or she discarded this way.	
Mind Burst	OD	C	1B		Sorcery	Target player discards X cards, where X is one plus the number of cards named Mind Burst in all graveyards.	
Mind Extraction	AP	C	2B		Sorcery	"As an additional cost to cast Mind Extraction, sacrifice a creature.
Target player reveals his or her hand and discards all cards of each of the sacrificed creatureﾒs colors."	
Mind Games	SH	C	U		Instant	"Buyback %2%U #(You may pay an additional %2%U as you cast this spell. If you do, put this card into your hand as it resolves.)#
Tap target artifact, creature, or land."	
Mind Harness	MI	U	U		Enchantment - Aura	"Enchant red or green creature
Cumulative upkeep %1 #(At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)#
You control enchanted creature."	
Mind Knives	PT	C	1B		Sorcery	Target opponent discards a card at random.	
Pillage	DM	U	1RR		Sorcery	Destroy target artifact or land. It canﾒt be regenerated.	
Pillage	7	U	1RR		Sorcery	Destroy target artifact or land. It canﾒt be regenerated.	
Pacifism	AT	C	1W		Enchantment - Aura	"Enchant creature
Enchanted creature canﾒt attack or block."	
Pacifism	8	C	1W		Enchantment - Aura	"Enchant creature
Enchanted creature canﾒt attack or block."	
Pacifism	ON	C	1W		Enchantment - Aura	"Enchant creature
Enchanted creature canﾒt attack or block."	
Levitation	UL	U	2UU		Enchantment	Creatures you control have flying.	
Levitation	7	U	2UU		Enchantment	Creatures you control have flying.	
Genesis Chamber	DS	U	2		Artifact	Whenever a nontoken creature enters the battlefield, if Genesis Chamber is untapped, that creatureﾒs controller puts a 1/1 colorless Myr artifact creature token onto the battlefield.	
Geothermal Crevice	IN	C			Land	"Geothermal Crevice enters the battlefield tapped.
%T: Add %R to your mana pool.
%T, Sacrifice Geothermal Crevice: Add %B%G to your mana pool."	
Gerrard's Battle Cry	TE	R	W		Enchantment	%2%W: Creatures you control get +1/+1 until end of turn.	
Gerrard's Command	PS	C	GW		Instant	Untap target creature. It gets +3/+3 until end of turn.	
Hidden Guerrillas	US	U	G		Enchantment	When an opponent casts an artifact spell, if Hidden Guerrillas is an enchantment, Hidden Guerrillas becomes a 5/3 Soldier creature with trample.	
Hidden Herd	US	R	G		Enchantment	When an opponent plays a nonbasic land, if Hidden Herd is an enchantment, Hidden Herd becomes a 3/3 Beast creature.	
Breakthrough	TO	U	XU		Sorcery	Draw four cards, then choose X cards in your hand and discard the rest.	
Breath of Darigaaz	IN	U	1R		Sorcery	"Kicker %2 #(You may pay an additional %2 as you cast this spell.)#
Breath of Darigaaz deals 1 damage to each creature without flying and each player. If Breath of Darigaaz was kicked, it deals 4 damage to each creature without flying and each player instead."	
Pure Intentions	SOK	R	W		Instant - Arcane	"Whenever a spell or ability an opponent controls causes you to discard cards this turn, return those cards from your graveyard to your hand.
When a spell or ability an opponent controls causes you to discard Pure Intentions, return Pure Intentions from your graveyard to your hand at the beginning of the next end step."	
Mana Clash	9	R	R		Sorcery	You and target opponent each flip a coin. Mana Clash deals 1 damage to each player whose coin comes up tails. Repeat this process until both playersﾒ coins come up heads on the same flip.	
Mana Leak	9	C	1U		Instant	Counter target spell unless its controller pays %3.	
Megrim	9	U	2B		Enchantment	Whenever an opponent discards a card, Megrim deals 2 damage to that player.	
Mending Hands	9	C	W		Instant	Prevent the next 4 damage that would be dealt to target creature or player this turn.	
Might of Oaks	9	R	3G		Instant	Target creature gets +7/+7 until end of turn.	
Millstone	9	R	2		Artifact	%2, %T: Target player puts the top two cards of his or her library into his or her graveyard.	
Mind Bend	9	R	U		Instant	Change the text of target permanent by replacing all instances of one color word with another or one basic land type with another. #(For example, you may change ﾓnonblack creatureﾔ to ﾓnongreen creatureﾔ or ﾓforestwalkﾔ to ﾓislandwalk.ﾔ This effect lasts indefinitely.)#	
Mind Rot	9	C	2B		Sorcery	Target player discards two cards.	
Mountain (1)	9	C			Basic Land - Mountain		
Natural Affinity	9	R	2G		Instant	All lands become 2/2 creatures until end of turn. Theyﾒre still lands.	
Natural Spring	9	C	3GG		Sorcery	Target player gains 8 life.	
Naturalize	9	C	1G		Instant	Destroy target artifact or enchantment.	
Needle Storm	9	U	2G		Sorcery	Needle Storm deals 4 damage to each creature with flying.	
Krovikan Fetish	5	C	2B		Enchantment - Aura	"Enchant creature
When Krovikan Fetish enters the battlefield, draw a card at the beginning of the next turnﾒs upkeep.
Enchanted creature gets +1/+1."	
Krovikan Fetish	IA	C	2B		Enchantment - Aura	"Enchant creature
When Krovikan Fetish enters the battlefield, draw a card at the beginning of the next turnﾒs upkeep.
Enchanted creature gets +1/+1."	
Krovikan Plague	AL	U	2B		Enchantment - Aura	"Enchant non-Wall creature you control
When Krovikan Plague enters the battlefield, draw a card at the beginning of the next turnﾒs upkeep.
Tap enchanted creature: Krovikan Plague deals 1 damage to target creature or player. Put a -0/-1 counter on enchanted creature. Activate this ability only if enchanted creature is untapped."	
Pyrite Spellbomb	MR	C	1		Artifact	"%R, Sacrifice Pyrite Spellbomb: Pyrite Spellbomb deals 2 damage to target creature or player.
%1, Sacrifice Pyrite Spellbomb: Draw a card."	
Circle of Despair	MI	R	1WB		Enchantment	%1, Sacrifice a creature: The next time a source of your choice would deal damage to target creature or player this turn, prevent that damage.	
Circle of Protection: Artifacts	AQ	U	1W		Enchantment	%2: The next time an artifact source of your choice would deal damage to you this turn, prevent that damage.	
Circle of Protection: Artifacts	4	U	1W		Enchantment	%2: The next time an artifact source of your choice would deal damage to you this turn, prevent that damage.	
Kindle	TE	C	1R		Instant	Kindle deals X damage to target creature or player, where X is 2 plus the number of cards named Kindle in all graveyards.	
Force of Will	AL	U	3UU		Instant	"You may pay 1 life and exile a blue card from your hand rather than pay Force of Willﾒs mana cost.
Counter target spell."	
Force Spike	LG	C	U		Instant	Counter target spell unless its controller pays %1.	
Force Spike	7	C	U		Instant	Counter target spell unless its controller pays %1.	
Jade Monolith	5	R	4		Artifact	%1: The next time a source of your choice would deal damage to target creature this turn, that source deals that damage to you instead.	
Jade Monolith	6	R	4		Artifact	%1: The next time a source of your choice would deal damage to target creature this turn, that source deals that damage to you instead.	
Jade Monolith	B	R	4		Artifact	%1: The next time a source of your choice would deal damage to target creature this turn, that source deals that damage to you instead.	
Jade Monolith	U	R	4		Artifact	%1: The next time a source of your choice would deal damage to target creature this turn, that source deals that damage to you instead.	
Jade Monolith	R	R	4		Artifact	%1: The next time a source of your choice would deal damage to target creature this turn, that source deals that damage to you instead.	
Jade Monolith	4	R	4		Artifact	%1: The next time a source of your choice would deal damage to target creature this turn, that source deals that damage to you instead.	
Jade Monolith	A	R	4		Artifact	%1: The next time a source of your choice would deal damage to target creature this turn, that source deals that damage to you instead.	
Jade Statue	B	U	4		Artifact	%2: Jade Statue becomes a 3/6 Golem artifact creature until end of combat. Activate this ability only during combat.	
Jade Statue	A	U	4		Artifact	%2: Jade Statue becomes a 3/6 Golem artifact creature until end of combat. Activate this ability only during combat.	
Jade Statue	U	U	4		Artifact	%2: Jade Statue becomes a 3/6 Golem artifact creature until end of combat. Activate this ability only during combat.	
Jagged Lightning	US	U	3RR		Sorcery	Jagged Lightning deals 3 damage to each of two target creatures.	
Ark of Blight	SC	U	2		Artifact	%3, %T, Sacrifice Ark of Blight: Destroy target land.	
Armadillo Cloak	IN	C	1GW		Enchantment - Aura	"Enchant creature
Enchanted creature gets +2/+2 and has trample.
Whenever enchanted creature deals damage, you gain that much life."	
Armageddon	A	R	3W		Sorcery	Destroy all lands.	
Armageddon	R	R	3W		Sorcery	Destroy all lands.	
Armageddon	AT	R	3W		Sorcery	Destroy all lands.	
Earth Rift	OD	C	3R		Sorcery	"Destroy target land.
Flashback %5%R%R #(You may cast this card from your graveyard for its flashback cost. Then exile it.)#"	
Earthbind	R	C	R		Enchantment - Aura	"Enchant creature
When Earthbind enters the battlefield, if enchanted creature has flying, Earthbind deals 2 damage to that creature and Earthbind gains ﾓEnchanted creature loses flying.ﾔ"	
Earthbind	U	C	R		Enchantment - Aura	"Enchant creature
When Earthbind enters the battlefield, if enchanted creature has flying, Earthbind deals 2 damage to that creature and Earthbind gains ﾓEnchanted creature loses flying.ﾔ"	
Earthbind	A	C	R		Enchantment - Aura	"Enchant creature
When Earthbind enters the battlefield, if enchanted creature has flying, Earthbind deals 2 damage to that creature and Earthbind gains ﾓEnchanted creature loses flying.ﾔ"	
Crippling Fatigue	TO	C	1BB		Sorcery	"Target creature gets -2/-2 until end of turn.
Flashbackﾗ%1%B, Pay 3 life. #(You may cast this card from your graveyard for its flashback cost. Then exile it.)#"	
Crooked Scales	MM	R	4		Artifact	%4, %T: Flip a coin. If you win the flip, destroy target creature an opponent controls. If you lose the flip, destroy target creature you control unless you pay %3 and repeat this process.	
Crop Rotation	UL	C	G		Instant	"As an additional cost to cast Crop Rotation, sacrifice a land.
Search your library for a land card and put that card onto the battlefield. Then shuffle your library."	
Quash	UD	U	2UU		Instant	Counter target instant or sorcery spell. Search its controllerﾒs graveyard, hand, and library for all cards with the same name as that spell and exile them. Then that player shuffles his or her library.	
Iron Star	A	U	1		Artifact	Whenever a player casts a red spell, you may pay %1. If you do, you gain 1 life.	
Iron Star	B	U	1		Artifact	Whenever a player casts a red spell, you may pay %1. If you do, you gain 1 life.	
Iron Star	6	U	1		Artifact	Whenever a player casts a red spell, you may pay %1. If you do, you gain 1 life.	
Iron Star	5	U	1		Artifact	Whenever a player casts a red spell, you may pay %1. If you do, you gain 1 life.	
Iron Star	8	U	1		Artifact	Whenever a player casts a red spell, you may pay %1. If you do, you gain 1 life.	
Iron Star	4	U	1		Artifact	Whenever a player casts a red spell, you may pay %1. If you do, you gain 1 life.	
Iron Star	U	U	1		Artifact	Whenever a player casts a red spell, you may pay %1. If you do, you gain 1 life.	
Petrified Field	OD	R			Land	"%T: Add %1 to your mana pool.
%T, Sacrifice Petrified Field: Return target land card from your graveyard to your hand."	
Shatter	6	C	1R		Instant	Destroy target artifact.	
Lose Hope	FD	C	B		Instant	"Target creature gets -1/-1 until end of turn.
Scry 2. #(To scry 2, look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)#"	
